what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415571250
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415573615
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1301415585023
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1301415589666
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1301415591192
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301415591681
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1301415592952
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1301415593114
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1301415593278
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1301415594412
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415594702
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415598799
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1301415601442
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1301415601616
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1301415605704
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415608118
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415608627
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415628240
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415629555
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1301415655215
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301415658078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301415668425
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1301415671713
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301415673583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1301415674477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415674914
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301415708021
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1301415710511
