date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:00	347/347	------	200	untouched ('OK')	text/plain	etag:%226eb11-15b-dead7c0%22	http://www.agentanything.com/robots.txt		(from )
14:32:00	7385/7385	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:14:51%20GMT	http://www.agentanything.com/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/index.html	(from )
14:32:00	7385/7385	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:14:53%20GMT	http://www.agentanything.com/index.php	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/index-2.html	(from http://www.agentanything.com/)
14:32:00	13605/13605	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:14:55%20GMT	http://www.agentanything.com/register-your-interest	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/register-your-interest.html	(from http://www.agentanything.com/)
14:32:00	12926/12926	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:02%20GMT	http://www.agentanything.com/login/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/login/index.html	(from http://www.agentanything.com/)
14:32:00	11737/11737	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:06%20GMT	http://www.agentanything.com/signup/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/signup/index.html	(from http://www.agentanything.com/)
14:32:00	14574/14574	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:11%20GMT	http://www.agentanything.com/errands/post/wizard/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/errands/post/wizard/index.html	(from http://www.agentanything.com/)
14:32:00	40278/40278	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:14%20GMT	http://www.agentanything.com/errands/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/errands/index.html	(from http://www.agentanything.com/)
14:32:02	14343/14343	---M--	200	added ('OK')	application/rss+xml	etag:%22cb816b9a4f3d94e6b3d06594ef075c58%22-gzip	http://twitter.com/statuses/user_timeline/196447396.rss	C:/My%20Web%20Sites/AgentAnything/twitter.com/statuses/user_timeline/196447396.rss	(from http://www.agentanything.com/)
14:32:02	12811/12811	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:40%20GMT	http://www.agentanything.com/how-it-works/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/how-it-works/index.html	(from http://www.agentanything.com/)
14:32:02	15284/15284	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:46%20GMT	http://www.agentanything.com/errands/post/wizard/?promotion=ben-and-jerrys	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/errands/post/wizard/indexfdaf.html	(from http://www.agentanything.com/)
14:32:02	26434/26434	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:47%20GMT	http://www.agentanything.com/privacy-policy/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/privacy-policy/index.html	(from http://www.agentanything.com/)
14:32:02	51961/51961	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:51%20GMT	http://www.agentanything.com/terms-of-use/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/terms-of-use/index.html	(from http://www.agentanything.com/)
14:32:02	13906/13906	------	200	untouched ('OK')	text/html	date:Fri,%2011%20Mar%202011%2017:15:55%20GMT	http://www.agentanything.com/contact-us/	C:/My%20Web%20Sites/AgentAnything/www.agentanything.com/contact-us/index.html	(from http://www.agentanything.com/)
